excel_codigo,excel_nome,excel_endereco,excel_cidade,db,db_id,db_numero,db_nome,db_endereco,db_cidade,score,matched
1005,ESSILOR - SAO PAULO,"RUA DA ALEGRIA, 250 A 262",SAO PAULO,WMS_BD\wms_database_test.mdb,1188,,ESSILOR - SAO PAULO,"RUA DA ALEGRIA, 250 A 262",SAO PAULO,1.0,True
1005,ESSILOR - SAO PAULO,"RUA DA ALEGRIA, 250 A 262",SAO PAULO,WMS_BD\wms_database.mdb,745,,ESSILOR - SAO PAULO,"RUA DA ALEGRIA, 250 A 262",SAO PAULO,1.0,True
1005,ESSILOR - SAO PAULO,"RUA DA ALEGRIA, 250 A 262",SAO PAULO,WMS_Server\wms_database.mdb,592,,ESSILOR - SAO PAULO,"RUA DA ALEGRIA, 250 A 262",SAO PAULO,1.0,True
1006,ESSILOR COATING CURITIBA,"AV  AVENIDA MARINGÁ, 1843 BARRACAO 04",PINHAIS,WMS_BD\wms_database_test.mdb,1189,,ESSILOR COATING CURITIBA,"AV  AVENIDA MARINGÁ, 1843 BARRACAO 04",PINHAIS,1.0,True
1006,ESSILOR COATING CURITIBA,"AV  AVENIDA MARINGÁ, 1843 BARRACAO 04",PINHAIS,WMS_BD\wms_database.mdb,746,,ESSILOR COATING CURITIBA,"AV  AVENIDA MARINGÁ, 1843 BARRACAO 04",PINHAIS,1.0,True
1006,ESSILOR COATING CURITIBA,"AV  AVENIDA MARINGÁ, 1843 BARRACAO 04",PINHAIS,WMS_Server\wms_database.mdb,593,,ESSILOR COATING CURITIBA,"AV  AVENIDA MARINGÁ, 1843 BARRACAO 04",PINHAIS,1.0,True
1007,HAYTEK,"RUA RUA SAO LUIZ GONZAGA, 867/77 ",RIO DE JANEIRO,WMS_BD\wms_database_test.mdb,1190,,HAYTEK,"RUA RUA SAO LUIZ GONZAGA, 867/77",RIO DE JANEIRO,1.0,True
1007,HAYTEK,"RUA RUA SAO LUIZ GONZAGA, 867/77 ",RIO DE JANEIRO,WMS_BD\wms_database.mdb,747,,HAYTEK,"RUA RUA SAO LUIZ GONZAGA, 867/77",RIO DE JANEIRO,1.0,True
1007,HAYTEK,"RUA RUA SAO LUIZ GONZAGA, 867/77 ",RIO DE JANEIRO,WMS_Server\wms_database.mdb,594,,HAYTEK,"RUA RUA SAO LUIZ GONZAGA, 867/77",RIO DE JANEIRO,1.0,True
1008,HOYA - CURITIBA,"RUA RUA EBANO PEREIRA, 60 SALA 1206/1207",CURITIBA,WMS_BD\wms_database_test.mdb,1191,,HOYA - CURITIBA,"RUA RUA EBANO PEREIRA, 60 SALA 1206/1207",CURITIBA,1.0,True
1008,HOYA - CURITIBA,"RUA RUA EBANO PEREIRA, 60 SALA 1206/1207",CURITIBA,WMS_BD\wms_database.mdb,748,,HOYA - CURITIBA,"RUA RUA EBANO PEREIRA, 60 SALA 1206/1207",CURITIBA,1.0,True
1008,HOYA - CURITIBA,"RUA RUA EBANO PEREIRA, 60 SALA 1206/1207",CURITIBA,WMS_Server\wms_database.mdb,595,,HOYA - CURITIBA,"RUA RUA EBANO PEREIRA, 60 SALA 1206/1207",CURITIBA,1.0,True
1009,HOYA - RIO DE JANEIRO,"RUA RUA GOTEMBURGO, 190 ",RIO DE JANEIRO,WMS_BD\wms_database_test.mdb,1192,,HOYA - RIO DE JANEIRO,"RUA RUA GOTEMBURGO, 190",RIO DE JANEIRO,1.0,True
1009,HOYA - RIO DE JANEIRO,"RUA RUA GOTEMBURGO, 190 ",RIO DE JANEIRO,WMS_BD\wms_database.mdb,749,,HOYA - RIO DE JANEIRO,"RUA RUA GOTEMBURGO, 190",RIO DE JANEIRO,1.0,True
1009,HOYA - RIO DE JANEIRO,"RUA RUA GOTEMBURGO, 190 ",RIO DE JANEIRO,WMS_Server\wms_database.mdb,596,,HOYA - RIO DE JANEIRO,"RUA RUA GOTEMBURGO, 190",RIO DE JANEIRO,1.0,True
1010,HOYA - SAO PAULO,"RUA RUA ALAMEDA TOCANTINS, 805 ",BARUERI,WMS_BD\wms_database_test.mdb,1193,,HOYA - SAO PAULO,"RUA RUA ALAMEDA TOCANTINS, 805",BARUERI,1.0,True
1010,HOYA - SAO PAULO,"RUA RUA ALAMEDA TOCANTINS, 805 ",BARUERI,WMS_BD\wms_database.mdb,750,,HOYA - SAO PAULO,"RUA RUA ALAMEDA TOCANTINS, 805",BARUERI,1.0,True
1010,HOYA - SAO PAULO,"RUA RUA ALAMEDA TOCANTINS, 805 ",BARUERI,WMS_Server\wms_database.mdb,597,,HOYA - SAO PAULO,"RUA RUA ALAMEDA TOCANTINS, 805",BARUERI,1.0,True
1011,HTK LENTES OFTALMICAS S.A,"RUA RUA JOÃO BORN, 1830 ",PALHOCA,WMS_BD\wms_database_test.mdb,1194,,HTK LENTES OFTALMICAS S.A,"RUA RUA JOÃO BORN, 1830",PALHOCA,1.0,True
1011,HTK LENTES OFTALMICAS S.A,"RUA RUA JOÃO BORN, 1830 ",PALHOCA,WMS_BD\wms_database.mdb,751,,HTK LENTES OFTALMICAS S.A,"RUA RUA JOÃO BORN, 1830",PALHOCA,1.0,True
1011,HTK LENTES OFTALMICAS S.A,"RUA RUA JOÃO BORN, 1830 ",PALHOCA,WMS_Server\wms_database.mdb,598,,HTK LENTES OFTALMICAS S.A,"RUA RUA JOÃO BORN, 1830",PALHOCA,1.0,True
1012,VIXON BRASIL,"AV  AVENIDA JOÃO MANOEL, 1135 ",ARUJA,WMS_BD\wms_database_test.mdb,1195,,VIXON BRASIL,"AV  AVENIDA JOÃO MANOEL, 1135",ARUJA,1.0,True
1012,VIXON BRASIL,"AV  AVENIDA JOÃO MANOEL, 1135 ",ARUJA,WMS_BD\wms_database.mdb,752,,VIXON BRASIL,"AV  AVENIDA JOÃO MANOEL, 1135",ARUJA,1.0,True
1012,VIXON BRASIL,"AV  AVENIDA JOÃO MANOEL, 1135 ",ARUJA,WMS_Server\wms_database.mdb,599,,VIXON BRASIL,"AV  AVENIDA JOÃO MANOEL, 1135",ARUJA,1.0,True
1013,ULTRA OPTICS DO BRASIL INSUMOS ,"AV  AVENIDA LONDRES, 85 SETOR B",ARUJA,WMS_BD\wms_database_test.mdb,1196,,ULTRA OPTICS DO BRASIL INSUMOS,"AV  AVENIDA LONDRES, 85 SETOR B",ARUJA,1.0,True
1013,ULTRA OPTICS DO BRASIL INSUMOS ,"AV  AVENIDA LONDRES, 85 SETOR B",ARUJA,WMS_BD\wms_database.mdb,753,,ULTRA OPTICS DO BRASIL INSUMOS,"AV  AVENIDA LONDRES, 85 SETOR B",ARUJA,1.0,True
1013,ULTRA OPTICS DO BRASIL INSUMOS ,"AV  AVENIDA LONDRES, 85 SETOR B",ARUJA,WMS_Server\wms_database.mdb,600,,ULTRA OPTICS DO BRASIL INSUMOS,"AV  AVENIDA LONDRES, 85 SETOR B",ARUJA,1.0,True
1014,AUDAX VISION LTDA,"RUA RUA ANSELMO MANARELLI, 180 SETOR 1",ARACATUBA,WMS_BD\wms_database_test.mdb,1197,,AUDAX VISION LTDA,"RUA ANSELMO MANARELLI, 180 SETOR 1",ARACATUBA,1.0,True
1014,AUDAX VISION LTDA,"RUA RUA ANSELMO MANARELLI, 180 SETOR 1",ARACATUBA,WMS_BD\wms_database.mdb,754,,AUDAX VISION LTDA,"RUA ANSELMO MANARELLI, 180 SETOR 1",ARACATUBA,1.0,True
1014,AUDAX VISION LTDA,"RUA RUA ANSELMO MANARELLI, 180 SETOR 1",ARACATUBA,WMS_Server\wms_database.mdb,601,,AUDAX VISION LTDA,"RUA ANSELMO MANARELLI, 180 SETOR 1",ARACATUBA,1.0,True
1015,AUDAX VISION LTDA,"RUA RUA SERRA DE JAIRÉ, 374 ",SAO PAULO,WMS_BD\wms_database_test.mdb,1197,,AUDAX VISION LTDA,"RUA ANSELMO MANARELLI, 180 SETOR 1",ARACATUBA,1.0,True
1015,AUDAX VISION LTDA,"RUA RUA SERRA DE JAIRÉ, 374 ",SAO PAULO,WMS_BD\wms_database.mdb,754,,AUDAX VISION LTDA,"RUA ANSELMO MANARELLI, 180 SETOR 1",ARACATUBA,1.0,True
1015,AUDAX VISION LTDA,"RUA RUA SERRA DE JAIRÉ, 374 ",SAO PAULO,WMS_Server\wms_database.mdb,601,,AUDAX VISION LTDA,"RUA ANSELMO MANARELLI, 180 SETOR 1",ARACATUBA,1.0,True
1016,CARL ZEISS VISION - CURITIBA,"ALA ALAMEDA DOUTOR MURICY, 82 CONJUNTO 11",CURITIBA,WMS_BD\wms_database_test.mdb,1198,,CARL ZEISS VISION - CURITIBA,"ALA ALAMEDA DOUTOR MURICY, 82 CONJUNTO 11",CURITIBA,1.0,True
1016,CARL ZEISS VISION - CURITIBA,"ALA ALAMEDA DOUTOR MURICY, 82 CONJUNTO 11",CURITIBA,WMS_BD\wms_database.mdb,755,,CARL ZEISS VISION - CURITIBA,"ALA ALAMEDA DOUTOR MURICY, 82 CONJUNTO 11",CURITIBA,1.0,True
1016,CARL ZEISS VISION - CURITIBA,"ALA ALAMEDA DOUTOR MURICY, 82 CONJUNTO 11",CURITIBA,WMS_Server\wms_database.mdb,602,,CARL ZEISS VISION - CURITIBA,"ALA ALAMEDA DOUTOR MURICY, 82 CONJUNTO 11",CURITIBA,1.0,True
1017,CARL ZEISS VISION - RIO DE JANEIRO,"RUA RUA LUIZ WINTER, 222 E MARIO GELLI 139",PETROPOLIS,WMS_BD\wms_database_test.mdb,1199,,CARL ZEISS VISION - RIO DE JANEIRO,"RUA RUA LUIZ WINTER, 222 E MARIO GELLI 139",PETROPOLIS,1.0,True
1017,CARL ZEISS VISION - RIO DE JANEIRO,"RUA RUA LUIZ WINTER, 222 E MARIO GELLI 139",PETROPOLIS,WMS_BD\wms_database.mdb,756,,CARL ZEISS VISION - RIO DE JANEIRO,"RUA RUA LUIZ WINTER, 222 E MARIO GELLI 139",PETROPOLIS,1.0,True
1017,CARL ZEISS VISION - RIO DE JANEIRO,"RUA RUA LUIZ WINTER, 222 E MARIO GELLI 139",PETROPOLIS,WMS_Server\wms_database.mdb,603,,CARL ZEISS VISION - RIO DE JANEIRO,"RUA RUA LUIZ WINTER, 222 E MARIO GELLI 139",PETROPOLIS,1.0,True
1018,CLARENCE VISION - VIRGINIA LY ME ,"RUA DO PRíNCIPE, 121 ATé 428 - LADO PAR",JOINVILLE,WMS_BD\wms_database_test.mdb,1200,,CLARENCE VISION - VIRGINIA LY ME,"RUA DO PRíNCIPE, 121 ATé 428 - LADO PAR",JOINVILLE,1.0,True
1018,CLARENCE VISION - VIRGINIA LY ME ,"RUA DO PRíNCIPE, 121 ATé 428 - LADO PAR",JOINVILLE,WMS_BD\wms_database.mdb,757,,CLARENCE VISION - VIRGINIA LY ME,"RUA DO PRíNCIPE, 121 ATé 428 - LADO PAR",JOINVILLE,1.0,True
1018,CLARENCE VISION - VIRGINIA LY ME ,"RUA DO PRíNCIPE, 121 ATé 428 - LADO PAR",JOINVILLE,WMS_Server\wms_database.mdb,604,,CLARENCE VISION - VIRGINIA LY ME,"RUA DO PRíNCIPE, 121 ATé 428 - LADO PAR",JOINVILLE,1.0,True
1019,CLEAR OPTICAL LENS IMPORTACAO E ,"RUA RUA MIGUEL PEREIRA, 160 ",NOVA IGUACU,WMS_BD\wms_database_test.mdb,1201,,CLEAR OPTICAL LENS IMPORTACAO E,"RUA RUA MIGUEL PEREIRA, 160",NOVA IGUACU,1.0,True
1019,CLEAR OPTICAL LENS IMPORTACAO E ,"RUA RUA MIGUEL PEREIRA, 160 ",NOVA IGUACU,WMS_BD\wms_database.mdb,758,,CLEAR OPTICAL LENS IMPORTACAO E,"RUA RUA MIGUEL PEREIRA, 160",NOVA IGUACU,1.0,True
1019,CLEAR OPTICAL LENS IMPORTACAO E ,"RUA RUA MIGUEL PEREIRA, 160 ",NOVA IGUACU,WMS_Server\wms_database.mdb,605,,CLEAR OPTICAL LENS IMPORTACAO E,"RUA RUA MIGUEL PEREIRA, 160",NOVA IGUACU,1.0,True
1020,CM SATISLOH,"RUA RUA PROFESSOR CARDOSO FONTES, 118 ",PETROPOLIS,WMS_BD\wms_database_test.mdb,1202,,CM SATISLOH,"RUA RUA PROFESSOR CARDOSO FONTES, 118",PETROPOLIS,1.0,True
1020,CM SATISLOH,"RUA RUA PROFESSOR CARDOSO FONTES, 118 ",PETROPOLIS,WMS_BD\wms_database.mdb,759,,CM SATISLOH,"RUA RUA PROFESSOR CARDOSO FONTES, 118",PETROPOLIS,1.0,True
1020,CM SATISLOH,"RUA RUA PROFESSOR CARDOSO FONTES, 118 ",PETROPOLIS,WMS_Server\wms_database.mdb,606,,CM SATISLOH,"RUA RUA PROFESSOR CARDOSO FONTES, 118",PETROPOLIS,1.0,True
1021,COMATEL,"RUA RUA AIMORE, 983 CASA",PATO BRANCO,WMS_BD\wms_database_test.mdb,1203,,COMATEL,"RUA RUA AIMORE, 983 CASA",PATO BRANCO,1.0,True
1021,COMATEL,"RUA RUA AIMORE, 983 CASA",PATO BRANCO,WMS_BD\wms_database.mdb,760,,COMATEL,"RUA RUA AIMORE, 983 CASA",PATO BRANCO,1.0,True
1021,COMATEL,"RUA RUA AIMORE, 983 CASA",PATO BRANCO,WMS_Server\wms_database.mdb,607,,COMATEL,"RUA RUA AIMORE, 983 CASA",PATO BRANCO,1.0,True
1022,COMATEL COMERCIO DE MAQUINAS ,"RUA RUA AIMORE, 989 SALA 02",PATO BRANCO,WMS_BD\wms_database_test.mdb,1204,,COMATEL COMERCIO DE MAQUINAS,"RUA RUA AIMORE, 989 SALA 02",PATO BRANCO,1.0,True
1022,COMATEL COMERCIO DE MAQUINAS ,"RUA RUA AIMORE, 989 SALA 02",PATO BRANCO,WMS_BD\wms_database.mdb,761,,COMATEL COMERCIO DE MAQUINAS,"RUA RUA AIMORE, 989 SALA 02",PATO BRANCO,1.0,True
1022,COMATEL COMERCIO DE MAQUINAS ,"RUA RUA AIMORE, 989 SALA 02",PATO BRANCO,WMS_Server\wms_database.mdb,608,,COMATEL COMERCIO DE MAQUINAS,"RUA RUA AIMORE, 989 SALA 02",PATO BRANCO,1.0,True
1023,CONTOUR FINE TOOLING DO BRASIL LTDA,"AV  PEDRO BUENO, 976 ",SAO PAULO,WMS_BD\wms_database_test.mdb,1205,,CONTOUR FINE TOOLING DO BRASIL LTDA,"AV  PEDRO BUENO, 976",SAO PAULO,1.0,True
1023,CONTOUR FINE TOOLING DO BRASIL LTDA,"AV  PEDRO BUENO, 976 ",SAO PAULO,WMS_BD\wms_database.mdb,762,,CONTOUR FINE TOOLING DO BRASIL LTDA,"AV  PEDRO BUENO, 976",SAO PAULO,1.0,True
1023,CONTOUR FINE TOOLING DO BRASIL LTDA,"AV  PEDRO BUENO, 976 ",SAO PAULO,WMS_Server\wms_database.mdb,609,,CONTOUR FINE TOOLING DO BRASIL LTDA,"AV  PEDRO BUENO, 976",SAO PAULO,1.0,True
1024,GLOBAL VISION,"AV  AVENIDA HEITOR ALENCAR FURTADO, 3947 ",PARANAVAI,WMS_BD\wms_database_test.mdb,1206,,GLOBAL VISION,"AV  AVENIDA HEITOR ALENCAR FURTADO, 3947",PARANAVAI,1.0,True
1024,GLOBAL VISION,"AV  AVENIDA HEITOR ALENCAR FURTADO, 3947 ",PARANAVAI,WMS_BD\wms_database.mdb,763,,GLOBAL VISION,"AV  AVENIDA HEITOR ALENCAR FURTADO, 3947",PARANAVAI,1.0,True
1024,GLOBAL VISION,"AV  AVENIDA HEITOR ALENCAR FURTADO, 3947 ",PARANAVAI,WMS_Server\wms_database.mdb,610,,GLOBAL VISION,"AV  AVENIDA HEITOR ALENCAR FURTADO, 3947",PARANAVAI,1.0,True
1025,GLOBAL VISION OPTICAL INDUSTRIA E ,"AV  AVENIDA VINTE E QUATRO DE JUNH, 297 ",CABEDELO,WMS_BD\wms_database_test.mdb,1207,,GLOBAL VISION OPTICAL INDUSTRIA E,"AV  AVENIDA VINTE E QUATRO DE JUNH, 297",CABEDELO,1.0,True
1025,GLOBAL VISION OPTICAL INDUSTRIA E ,"AV  AVENIDA VINTE E QUATRO DE JUNH, 297 ",CABEDELO,WMS_BD\wms_database.mdb,764,,GLOBAL VISION OPTICAL INDUSTRIA E,"AV  AVENIDA VINTE E QUATRO DE JUNH, 297",CABEDELO,1.0,True
1025,GLOBAL VISION OPTICAL INDUSTRIA E ,"AV  AVENIDA VINTE E QUATRO DE JUNH, 297 ",CABEDELO,WMS_Server\wms_database.mdb,611,,GLOBAL VISION OPTICAL INDUSTRIA E,"AV  AVENIDA VINTE E QUATRO DE JUNH, 297",CABEDELO,1.0,True
1026,INNOVATION OPTICAL - PARAIBA,"RUA RUA IRACI COSTA, S/N ",CABEDELO,WMS_BD\wms_database_test.mdb,1208,,INNOVATION OPTICAL - PARAIBA,"RUA RUA IRACI COSTA, S/N",CABEDELO,1.0,True
1026,INNOVATION OPTICAL - PARAIBA,"RUA RUA IRACI COSTA, S/N ",CABEDELO,WMS_BD\wms_database.mdb,765,,INNOVATION OPTICAL - PARAIBA,"RUA RUA IRACI COSTA, S/N",CABEDELO,1.0,True
1026,INNOVATION OPTICAL - PARAIBA,"RUA RUA IRACI COSTA, S/N ",CABEDELO,WMS_Server\wms_database.mdb,612,,INNOVATION OPTICAL - PARAIBA,"RUA RUA IRACI COSTA, S/N",CABEDELO,1.0,True
1027,INNOVATION OPTICAL - PARANAVAI,"AV  AVENIDA DEPUTADO HEITOR ALENCA, 5321 ",PARANAVAI,WMS_BD\wms_database_test.mdb,1209,,INNOVATION OPTICAL - PARANAVAI,"AV  AVENIDA DEPUTADO HEITOR ALENCA, 5321",PARANAVAI,1.0,True
1027,INNOVATION OPTICAL - PARANAVAI,"AV  AVENIDA DEPUTADO HEITOR ALENCA, 5321 ",PARANAVAI,WMS_BD\wms_database.mdb,766,,INNOVATION OPTICAL - PARANAVAI,"AV  AVENIDA DEPUTADO HEITOR ALENCA, 5321",PARANAVAI,1.0,True
1027,INNOVATION OPTICAL - PARANAVAI,"AV  AVENIDA DEPUTADO HEITOR ALENCA, 5321 ",PARANAVAI,WMS_Server\wms_database.mdb,613,,INNOVATION OPTICAL - PARANAVAI,"AV  AVENIDA DEPUTADO HEITOR ALENCA, 5321",PARANAVAI,1.0,True
1028,MARULTEX INDUSTRIA E COMERCIO DE ,"RUA RUA VEREADOR PEDRO MADEU, 141 ",MAUA,WMS_BD\wms_database_test.mdb,1210,,MARULTEX INDUSTRIA E COMERCIO DE,"RUA RUA VEREADOR PEDRO MADEU, 141",MAUA,1.0,True
1028,MARULTEX INDUSTRIA E COMERCIO DE ,"RUA RUA VEREADOR PEDRO MADEU, 141 ",MAUA,WMS_BD\wms_database.mdb,767,,MARULTEX INDUSTRIA E COMERCIO DE,"RUA RUA VEREADOR PEDRO MADEU, 141",MAUA,1.0,True
1028,MARULTEX INDUSTRIA E COMERCIO DE ,"RUA RUA VEREADOR PEDRO MADEU, 141 ",MAUA,WMS_Server\wms_database.mdb,614,,MARULTEX INDUSTRIA E COMERCIO DE,"RUA RUA VEREADOR PEDRO MADEU, 141",MAUA,1.0,True
1029,MELLO INDUSTRIAL - BELO HORIZONTE,"AV  AVENIDA AMAZONAS, 115 SALAS 1221/1223",BELO HORIZONTE,WMS_BD\wms_database_test.mdb,1211,,MELLO INDUSTRIAL - BELO HORIZONTE,"AV  AVENIDA AMAZONAS, 115 SALAS 1221/1223",BELO HORIZONTE,1.0,True
1029,MELLO INDUSTRIAL - BELO HORIZONTE,"AV  AVENIDA AMAZONAS, 115 SALAS 1221/1223",BELO HORIZONTE,WMS_BD\wms_database.mdb,768,,MELLO INDUSTRIAL - BELO HORIZONTE,"AV  AVENIDA AMAZONAS, 115 SALAS 1221/1223",BELO HORIZONTE,1.0,True
1029,MELLO INDUSTRIAL - BELO HORIZONTE,"AV  AVENIDA AMAZONAS, 115 SALAS 1221/1223",BELO HORIZONTE,WMS_Server\wms_database.mdb,615,,MELLO INDUSTRIAL - BELO HORIZONTE,"AV  AVENIDA AMAZONAS, 115 SALAS 1221/1223",BELO HORIZONTE,1.0,True
1030,MELLO INDUSTRIAL - CEARA,"RUA RUA PEDRO BORGES, 33 ",FORTALEZA,WMS_BD\wms_database_test.mdb,1212,,MELLO INDUSTRIAL - CEARA,"RUA RUA PEDRO BORGES, 33",FORTALEZA,1.0,True
1030,MELLO INDUSTRIAL - CEARA,"RUA RUA PEDRO BORGES, 33 ",FORTALEZA,WMS_BD\wms_database.mdb,769,,MELLO INDUSTRIAL - CEARA,"RUA RUA PEDRO BORGES, 33",FORTALEZA,1.0,True
1030,MELLO INDUSTRIAL - CEARA,"RUA RUA PEDRO BORGES, 33 ",FORTALEZA,WMS_Server\wms_database.mdb,616,,MELLO INDUSTRIAL - CEARA,"RUA RUA PEDRO BORGES, 33",FORTALEZA,1.0,True
1031,MELLO INDUSTRIAL - PORTO ALEGRE,"RUA RUA GENERAL ANDRADE NEVES, 59 CONJ ",PORTO ALEGRE,WMS_BD\wms_database_test.mdb,1213,,MELLO INDUSTRIAL - PORTO ALEGRE,"RUA RUA GENERAL ANDRADE NEVES, 59 CONJ",PORTO ALEGRE,1.0,True
1031,MELLO INDUSTRIAL - PORTO ALEGRE,"RUA RUA GENERAL ANDRADE NEVES, 59 CONJ ",PORTO ALEGRE,WMS_BD\wms_database.mdb,770,,MELLO INDUSTRIAL - PORTO ALEGRE,"RUA RUA GENERAL ANDRADE NEVES, 59 CONJ",PORTO ALEGRE,1.0,True
1031,MELLO INDUSTRIAL - PORTO ALEGRE,"RUA RUA GENERAL ANDRADE NEVES, 59 CONJ ",PORTO ALEGRE,WMS_Server\wms_database.mdb,617,,MELLO INDUSTRIAL - PORTO ALEGRE,"RUA RUA GENERAL ANDRADE NEVES, 59 CONJ",PORTO ALEGRE,1.0,True
1032,MELLO INDUSTRIAL - SAO PAULO,"RUA RUA HERCULANO DE FREITAS, 123 ",SAO CAETANO DO ,WMS_BD\wms_database_test.mdb,1214,,MELLO INDUSTRIAL - SAO PAULO,"RUA RUA HERCULANO DE FREITAS, 123",SAO CAETANO DO,1.0,True
1032,MELLO INDUSTRIAL - SAO PAULO,"RUA RUA HERCULANO DE FREITAS, 123 ",SAO CAETANO DO ,WMS_BD\wms_database.mdb,771,,MELLO INDUSTRIAL - SAO PAULO,"RUA RUA HERCULANO DE FREITAS, 123",SAO CAETANO DO,1.0,True
1032,MELLO INDUSTRIAL - SAO PAULO,"RUA RUA HERCULANO DE FREITAS, 123 ",SAO CAETANO DO ,WMS_Server\wms_database.mdb,618,,MELLO INDUSTRIAL - SAO PAULO,"RUA RUA HERCULANO DE FREITAS, 123",SAO CAETANO DO,1.0,True
1033,MIX OPTICAL COMERCIAL ,"RUA SãO VICENTE DE PAULO, 95 CJ 34",SAO PAULO,WMS_BD\wms_database_test.mdb,1215,,MIX OPTICAL COMERCIAL,"RUA SãO VICENTE DE PAULO, 95 CJ 34",SAO PAULO,1.0,True
1033,MIX OPTICAL COMERCIAL ,"RUA SãO VICENTE DE PAULO, 95 CJ 34",SAO PAULO,WMS_BD\wms_database.mdb,772,,MIX OPTICAL COMERCIAL,"RUA SãO VICENTE DE PAULO, 95 CJ 34",SAO PAULO,1.0,True
1033,MIX OPTICAL COMERCIAL ,"RUA SãO VICENTE DE PAULO, 95 CJ 34",SAO PAULO,WMS_Server\wms_database.mdb,619,,MIX OPTICAL COMERCIAL,"RUA SãO VICENTE DE PAULO, 95 CJ 34",SAO PAULO,1.0,True
1034,MIX OPTICAL COMERCIO DE ARTIGOS ,"AV  AVENIDA ÁLVARO RAMOS, 2222 ",SAO PAULO,WMS_BD\wms_database_test.mdb,1216,,MIX OPTICAL COMERCIO DE ARTIGOS,"AV  AVENIDA ÁLVARO RAMOS, 2222",SAO PAULO,1.0,True
1034,MIX OPTICAL COMERCIO DE ARTIGOS ,"AV  AVENIDA ÁLVARO RAMOS, 2222 ",SAO PAULO,WMS_BD\wms_database.mdb,773,,MIX OPTICAL COMERCIO DE ARTIGOS,"AV  AVENIDA ÁLVARO RAMOS, 2222",SAO PAULO,1.0,True
1034,MIX OPTICAL COMERCIO DE ARTIGOS ,"AV  AVENIDA ÁLVARO RAMOS, 2222 ",SAO PAULO,WMS_Server\wms_database.mdb,620,,MIX OPTICAL COMERCIO DE ARTIGOS,"AV  AVENIDA ÁLVARO RAMOS, 2222",SAO PAULO,1.0,True
1035,SEGMENT - FLORIANOPOLIS,"RUA ANITA GARIBALDI, 77 ",FLORIANOPOLIS,WMS_BD\wms_database_test.mdb,1217,,SEGMENT - FLORIANOPOLIS,"RUA ANITA GARIBALDI, 77",FLORIANOPOLIS,1.0,True
1035,SEGMENT - FLORIANOPOLIS,"RUA ANITA GARIBALDI, 77 ",FLORIANOPOLIS,WMS_BD\wms_database.mdb,774,,SEGMENT - FLORIANOPOLIS,"RUA ANITA GARIBALDI, 77",FLORIANOPOLIS,1.0,True
1035,SEGMENT - FLORIANOPOLIS,"RUA ANITA GARIBALDI, 77 ",FLORIANOPOLIS,WMS_Server\wms_database.mdb,621,,SEGMENT - FLORIANOPOLIS,"RUA ANITA GARIBALDI, 77",FLORIANOPOLIS,1.0,True
1036,SEGMENT - MATRIZ SAO PAULO,"AV  EMPRESáRIA ANDRéIA SEISCENTO V, 5 SETOR ",TUPA,WMS_BD\wms_database_test.mdb,1218,,SEGMENT - MATRIZ SAO PAULO,"AV  EMPRESáRIA ANDRéIA SEISCENTO V, 5 SETOR",TUPA,1.0,True
1036,SEGMENT - MATRIZ SAO PAULO,"AV  EMPRESáRIA ANDRéIA SEISCENTO V, 5 SETOR ",TUPA,WMS_BD\wms_database.mdb,775,,SEGMENT - MATRIZ SAO PAULO,"AV  EMPRESáRIA ANDRéIA SEISCENTO V, 5 SETOR",TUPA,1.0,True
1036,SEGMENT - MATRIZ SAO PAULO,"AV  EMPRESáRIA ANDRéIA SEISCENTO V, 5 SETOR ",TUPA,WMS_Server\wms_database.mdb,622,,SEGMENT - MATRIZ SAO PAULO,"AV  EMPRESáRIA ANDRéIA SEISCENTO V, 5 SETOR",TUPA,1.0,True
1037,SEGMENT - SAO PAULO,"AV  EMPRESARIA ANDREA SEISCENTO VE, 5-10 ",TUPA,WMS_BD\wms_database_test.mdb,1219,,SEGMENT - SAO PAULO,"AV  EMPRESARIA ANDREA SEISCENTO VE, 5-10",TUPA,1.0,True
1037,SEGMENT - SAO PAULO,"AV  EMPRESARIA ANDREA SEISCENTO VE, 5-10 ",TUPA,WMS_BD\wms_database.mdb,776,,SEGMENT - SAO PAULO,"AV  EMPRESARIA ANDREA SEISCENTO VE, 5-10",TUPA,1.0,True
1037,SEGMENT - SAO PAULO,"AV  EMPRESARIA ANDREA SEISCENTO VE, 5-10 ",TUPA,WMS_Server\wms_database.mdb,623,,SEGMENT - SAO PAULO,"AV  EMPRESARIA ANDREA SEISCENTO VE, 5-10",TUPA,1.0,True
1038,VISCO COMERCIAL,"RUA RUA DA VARZEA, 440 1 ANDAR",SAO PAULO,WMS_BD\wms_database_test.mdb,1220,,VISCO COMERCIAL,"RUA RUA DA VARZEA, 440 1 ANDAR",SAO PAULO,1.0,True
1038,VISCO COMERCIAL,"RUA RUA DA VARZEA, 440 1 ANDAR",SAO PAULO,WMS_BD\wms_database.mdb,777,,VISCO COMERCIAL,"RUA RUA DA VARZEA, 440 1 ANDAR",SAO PAULO,1.0,True
1038,VISCO COMERCIAL,"RUA RUA DA VARZEA, 440 1 ANDAR",SAO PAULO,WMS_Server\wms_database.mdb,624,,VISCO COMERCIAL,"RUA RUA DA VARZEA, 440 1 ANDAR",SAO PAULO,1.0,True
