excel_codigo,excel_nome,excel_endereco,excel_cidade,db,db_id,db_numero,db_nome,db_endereco,db_cidade,score,matched
1039,VISCO COMERCIAL - FILIAL ,"RUA RUA JULIO CONCEICAO, 788 ",SAO PAULO,WMS_BD\wms_database_test.mdb,1221,,VISCO COMERCIAL - FILIAL,"RUA RUA JULIO CONCEICAO, 788",SAO PAULO,1.0,True
1039,VISCO COMERCIAL - FILIAL ,"RUA RUA JULIO CONCEICAO, 788 ",SAO PAULO,WMS_BD\wms_database.mdb,778,,VISCO COMERCIAL - FILIAL,"RUA RUA JULIO CONCEICAO, 788",SAO PAULO,1.0,True
1039,VISCO COMERCIAL - FILIAL ,"RUA RUA JULIO CONCEICAO, 788 ",SAO PAULO,WMS_Server\wms_database.mdb,625,,VISCO COMERCIAL - FILIAL,"RUA RUA JULIO CONCEICAO, 788",SAO PAULO,1.0,True
1040,REPRO PRODUTOS OPTICOS LTDA - ,"RUA MARECHAL DEODORO DA FONSECA, 1009 ",CHAPECO,WMS_BD\wms_database_test.mdb,1222,,REPRO PRODUTOS OPTICOS LTDA -,"RUA RUA PATICIO FARIAS, 157",FLORIANOPOLIS,1.0,True
1040,REPRO PRODUTOS OPTICOS LTDA - ,"RUA MARECHAL DEODORO DA FONSECA, 1009 ",CHAPECO,WMS_BD\wms_database.mdb,779,,REPRO PRODUTOS OPTICOS LTDA -,"RUA RUA PATICIO FARIAS, 157",FLORIANOPOLIS,1.0,True
1040,REPRO PRODUTOS OPTICOS LTDA - ,"RUA MARECHAL DEODORO DA FONSECA, 1009 ",CHAPECO,WMS_Server\wms_database.mdb,626,,REPRO PRODUTOS OPTICOS LTDA -,"RUA RUA PATICIO FARIAS, 157",FLORIANOPOLIS,1.0,True
1041,REPRO PRODUTOS OPTICOS LTDA - ,"RUA RUA PATICIO FARIAS, 157 ",FLORIANOPOLIS,WMS_BD\wms_database_test.mdb,1222,,REPRO PRODUTOS OPTICOS LTDA -,"RUA RUA PATICIO FARIAS, 157",FLORIANOPOLIS,1.0,True
1041,REPRO PRODUTOS OPTICOS LTDA - ,"RUA RUA PATICIO FARIAS, 157 ",FLORIANOPOLIS,WMS_BD\wms_database.mdb,779,,REPRO PRODUTOS OPTICOS LTDA -,"RUA RUA PATICIO FARIAS, 157",FLORIANOPOLIS,1.0,True
1041,REPRO PRODUTOS OPTICOS LTDA - ,"RUA RUA PATICIO FARIAS, 157 ",FLORIANOPOLIS,WMS_Server\wms_database.mdb,626,,REPRO PRODUTOS OPTICOS LTDA -,"RUA RUA PATICIO FARIAS, 157",FLORIANOPOLIS,1.0,True
1042,OFTAL CARE,"RUA VOLUNTARIOS DA PATRIA, 400 CONJ 0301 ",CURITIBA,WMS_BD\wms_database_test.mdb,1223,,OFTAL CARE,"RUA VOLUNTARIOS DA PATRIA, 400 CONJ 0301",CURITIBA,1.0,True
1042,OFTAL CARE,"RUA VOLUNTARIOS DA PATRIA, 400 CONJ 0301 ",CURITIBA,WMS_BD\wms_database.mdb,780,,OFTAL CARE,"RUA VOLUNTARIOS DA PATRIA, 400 CONJ 0301",CURITIBA,1.0,True
1042,OFTAL CARE,"RUA VOLUNTARIOS DA PATRIA, 400 CONJ 0301 ",CURITIBA,WMS_Server\wms_database.mdb,627,,OFTAL CARE,"RUA VOLUNTARIOS DA PATRIA, 400 CONJ 0301",CURITIBA,1.0,True
1043,NATAL BATISTA DE MELO - FABRICA DE ,"RUA RUA CORONEL JOSE CUSTODIO, 294 LOJA 3",CAMPESTRE,WMS_BD\wms_database_test.mdb,1224,,NATAL BATISTA DE MELO - FABRICA DE,"RUA RUA CORONEL JOSE CUSTODIO, 294 LOJA 3",CAMPESTRE,1.0,True
1043,NATAL BATISTA DE MELO - FABRICA DE ,"RUA RUA CORONEL JOSE CUSTODIO, 294 LOJA 3",CAMPESTRE,WMS_BD\wms_database.mdb,781,,NATAL BATISTA DE MELO - FABRICA DE,"RUA RUA CORONEL JOSE CUSTODIO, 294 LOJA 3",CAMPESTRE,1.0,True
1043,NATAL BATISTA DE MELO - FABRICA DE ,"RUA RUA CORONEL JOSE CUSTODIO, 294 LOJA 3",CAMPESTRE,WMS_Server\wms_database.mdb,628,,NATAL BATISTA DE MELO - FABRICA DE,"RUA RUA CORONEL JOSE CUSTODIO, 294 LOJA 3",CAMPESTRE,1.0,True
1044,GBO - COMERCIO DE PRODUTOS ,"RUA PORTO CALVO, 75 PAVMTO3 SALA 1",SAO PAULO,WMS_BD\wms_database_test.mdb,1225,734,GBO - COMERCIO DE PRODUTOS,"RUA PORTO CALVO, 75 PAVMTO3 SALA 1",SAO PAULO,1.0,True
1044,GBO - COMERCIO DE PRODUTOS ,"RUA PORTO CALVO, 75 PAVMTO3 SALA 1",SAO PAULO,WMS_BD\wms_database.mdb,782,734,GBO - COMERCIO DE PRODUTOS,"RUA PORTO CALVO, 75 PAVMTO3 SALA 1",SAO PAULO,1.0,True
1044,GBO - COMERCIO DE PRODUTOS ,"RUA PORTO CALVO, 75 PAVMTO3 SALA 1",SAO PAULO,WMS_Server\wms_database.mdb,629,,GBO - COMERCIO DE PRODUTOS,"RUA PORTO CALVO, 75 PAVMTO3 SALA 1",SAO PAULO,1.0,True
1045,GRUPO MASTER COMERCIO IMPORTACAO ,"ROD RODOVIA PR-317, 8158 ZONA 51",MARINGA,WMS_BD\wms_database_test.mdb,1226,,GRUPO MASTER COMERCIO IMPORTACAO,"ROD RODOVIA PR-317, 8158 ZONA 51",MARINGA,1.0,True
1045,GRUPO MASTER COMERCIO IMPORTACAO ,"ROD RODOVIA PR-317, 8158 ZONA 51",MARINGA,WMS_BD\wms_database.mdb,783,,GRUPO MASTER COMERCIO IMPORTACAO,"ROD RODOVIA PR-317, 8158 ZONA 51",MARINGA,1.0,True
1045,GRUPO MASTER COMERCIO IMPORTACAO ,"ROD RODOVIA PR-317, 8158 ZONA 51",MARINGA,WMS_Server\wms_database.mdb,630,,GRUPO MASTER COMERCIO IMPORTACAO,"ROD RODOVIA PR-317, 8158 ZONA 51",MARINGA,1.0,True
1046,LAB CLEAR LABORATORIO OPTICO ,"RUA RUA LUÍSA LAMBERG, 91 ",NOVA IGUACU,WMS_BD\wms_database_test.mdb,1227,,LAB CLEAR LABORATORIO OPTICO,"RUA RUA LUÍSA LAMBERG, 91",NOVA IGUACU,1.0,True
1046,LAB CLEAR LABORATORIO OPTICO ,"RUA RUA LUÍSA LAMBERG, 91 ",NOVA IGUACU,WMS_BD\wms_database.mdb,784,,LAB CLEAR LABORATORIO OPTICO,"RUA RUA LUÍSA LAMBERG, 91",NOVA IGUACU,1.0,True
1046,LAB CLEAR LABORATORIO OPTICO ,"RUA RUA LUÍSA LAMBERG, 91 ",NOVA IGUACU,WMS_Server\wms_database.mdb,631,,LAB CLEAR LABORATORIO OPTICO,"RUA RUA LUÍSA LAMBERG, 91",NOVA IGUACU,1.0,True
1047,LAB SOLUTHIONS ONE - HOKE - ,"RUA RUA BARALDI, 711 ",SAO CAETANO DO ,WMS_BD\wms_database_test.mdb,1228,,LAB SOLUTHIONS ONE - HOKE -,"RUA RUA BARALDI, 711",SAO CAETANO DO,1.0,True
1047,LAB SOLUTHIONS ONE - HOKE - ,"RUA RUA BARALDI, 711 ",SAO CAETANO DO ,WMS_BD\wms_database.mdb,785,,LAB SOLUTHIONS ONE - HOKE -,"RUA RUA BARALDI, 711",SAO CAETANO DO,1.0,True
1047,LAB SOLUTHIONS ONE - HOKE - ,"RUA RUA BARALDI, 711 ",SAO CAETANO DO ,WMS_Server\wms_database.mdb,632,,LAB SOLUTHIONS ONE - HOKE -,"RUA RUA BARALDI, 711",SAO CAETANO DO,1.0,True
1048,OPTVIEW,"RUA JOAO CAETANO, 51 71 B 71 FUNDOS",SAO PAULO,WMS_BD\wms_database_test.mdb,1229,,OPTVIEW,"RUA JOAO CAETANO, 51 71 B 71 FUNDOS",SAO PAULO,1.0,True
1048,OPTVIEW,"RUA JOAO CAETANO, 51 71 B 71 FUNDOS",SAO PAULO,WMS_BD\wms_database.mdb,786,,OPTVIEW,"RUA JOAO CAETANO, 51 71 B 71 FUNDOS",SAO PAULO,1.0,True
1048,OPTVIEW,"RUA JOAO CAETANO, 51 71 B 71 FUNDOS",SAO PAULO,WMS_Server\wms_database.mdb,633,,OPTVIEW,"RUA JOAO CAETANO, 51 71 B 71 FUNDOS",SAO PAULO,1.0,True
1049,LABORATORIO OPTICO UPLAB LTDA,"RUA RUA JOÃO FAIN, 284 ",CURITIBA,WMS_BD\wms_database_test.mdb,1230,,LABORATORIO OPTICO UPLAB LTDA,"RUA RUA JOÃO FAIN, 284",CURITIBA,1.0,True
1049,LABORATORIO OPTICO UPLAB LTDA,"RUA RUA JOÃO FAIN, 284 ",CURITIBA,WMS_BD\wms_database.mdb,787,,LABORATORIO OPTICO UPLAB LTDA,"RUA RUA JOÃO FAIN, 284",CURITIBA,1.0,True
1049,LABORATORIO OPTICO UPLAB LTDA,"RUA RUA JOÃO FAIN, 284 ",CURITIBA,WMS_Server\wms_database.mdb,634,,LABORATORIO OPTICO UPLAB LTDA,"RUA RUA JOÃO FAIN, 284",CURITIBA,1.0,True
1050,OPTO ANTIRREFLEXO EM LENTES IND E ,"AV  VINTE E UM DE ABRIL, 362 VILA ELIZABETH",PORTO ALEGRE,WMS_BD\wms_database_test.mdb,1231,,OPTO ANTIRREFLEXO EM LENTES IND E,"AV  VINTE E UM DE ABRIL, 362 VILA ELIZABETH",PORTO ALEGRE,1.0,True
1050,OPTO ANTIRREFLEXO EM LENTES IND E ,"AV  VINTE E UM DE ABRIL, 362 VILA ELIZABETH",PORTO ALEGRE,WMS_BD\wms_database.mdb,788,,OPTO ANTIRREFLEXO EM LENTES IND E,"AV  VINTE E UM DE ABRIL, 362 VILA ELIZABETH",PORTO ALEGRE,1.0,True
1050,OPTO ANTIRREFLEXO EM LENTES IND E ,"AV  VINTE E UM DE ABRIL, 362 VILA ELIZABETH",PORTO ALEGRE,WMS_Server\wms_database.mdb,635,,OPTO ANTIRREFLEXO EM LENTES IND E,"AV  VINTE E UM DE ABRIL, 362 VILA ELIZABETH",PORTO ALEGRE,1.0,True
1051,OPTO ANTIRREFLEXO EM LENTES ,"RUA RUA JOAQUIM AUGUSTO RIBEIRO DE, 1071 ",SAO CARLOS,WMS_BD\wms_database_test.mdb,1232,,OPTO ANTIRREFLEXO EM LENTES,"RUA RUA JOAQUIM AUGUSTO RIBEIRO DE, 1071",SAO CARLOS,1.0,True
1051,OPTO ANTIRREFLEXO EM LENTES ,"RUA RUA JOAQUIM AUGUSTO RIBEIRO DE, 1071 ",SAO CARLOS,WMS_BD\wms_database.mdb,789,,OPTO ANTIRREFLEXO EM LENTES,"RUA RUA JOAQUIM AUGUSTO RIBEIRO DE, 1071",SAO CARLOS,1.0,True
1051,OPTO ANTIRREFLEXO EM LENTES ,"RUA RUA JOAQUIM AUGUSTO RIBEIRO DE, 1071 ",SAO CARLOS,WMS_Server\wms_database.mdb,636,,OPTO ANTIRREFLEXO EM LENTES,"RUA RUA JOAQUIM AUGUSTO RIBEIRO DE, 1071",SAO CARLOS,1.0,True
1052,OPTOSUL,"RUA RUA CARLOS SOTTOMAIOR, 451 ",FOZ DO IGUACU,WMS_BD\wms_database_test.mdb,1233,,OPTOSUL,"RUA RUA CARLOS SOTTOMAIOR, 451",FOZ DO IGUACU,1.0,True
1052,OPTOSUL,"RUA RUA CARLOS SOTTOMAIOR, 451 ",FOZ DO IGUACU,WMS_BD\wms_database.mdb,790,,OPTOSUL,"RUA RUA CARLOS SOTTOMAIOR, 451",FOZ DO IGUACU,1.0,True
1052,OPTOSUL,"RUA RUA CARLOS SOTTOMAIOR, 451 ",FOZ DO IGUACU,WMS_Server\wms_database.mdb,637,,OPTOSUL,"RUA RUA CARLOS SOTTOMAIOR, 451",FOZ DO IGUACU,1.0,True
1053,SCHNEIDER OPTICAL M B LTDA,"AV  AVENIDA TUCUNARE, 574 ",BARUERI,WMS_BD\wms_database_test.mdb,1234,,SCHNEIDER OPTICAL M B LTDA,"AV  AVENIDA TUCUNARE, 574",BARUERI,1.0,True
1053,SCHNEIDER OPTICAL M B LTDA,"AV  AVENIDA TUCUNARE, 574 ",BARUERI,WMS_BD\wms_database.mdb,791,,SCHNEIDER OPTICAL M B LTDA,"AV  AVENIDA TUCUNARE, 574",BARUERI,1.0,True
1053,SCHNEIDER OPTICAL M B LTDA,"AV  AVENIDA TUCUNARE, 574 ",BARUERI,WMS_Server\wms_database.mdb,638,,SCHNEIDER OPTICAL M B LTDA,"AV  AVENIDA TUCUNARE, 574",BARUERI,1.0,True
1054,TOOLING EQUIPAMENTOS OTICOS LTDA ,"RUA RUA ANTONIO JOSE DA SILVA, 1080 ",PARANAVAI,WMS_BD\wms_database_test.mdb,1235,,TOOLING EQUIPAMENTOS OTICOS LTDA,"RUA RUA ANTONIO JOSE DA SILVA, 1080",PARANAVAI,1.0,True
1054,TOOLING EQUIPAMENTOS OTICOS LTDA ,"RUA RUA ANTONIO JOSE DA SILVA, 1080 ",PARANAVAI,WMS_BD\wms_database.mdb,792,,TOOLING EQUIPAMENTOS OTICOS LTDA,"RUA RUA ANTONIO JOSE DA SILVA, 1080",PARANAVAI,1.0,True
1054,TOOLING EQUIPAMENTOS OTICOS LTDA ,"RUA RUA ANTONIO JOSE DA SILVA, 1080 ",PARANAVAI,WMS_Server\wms_database.mdb,639,,TOOLING EQUIPAMENTOS OTICOS LTDA,"RUA RUA ANTONIO JOSE DA SILVA, 1080",PARANAVAI,1.0,True
1055,ELEANDRO CESAR DE BORBA,"RUA RUA PARANA, 205 ",SAO MIGUEL DO ,WMS_BD\wms_database_test.mdb,1236,,ELEANDRO CESAR DE BORBA,"RUA RUA PARANA, 205",SAO MIGUEL DO,1.0,True
1055,ELEANDRO CESAR DE BORBA,"RUA RUA PARANA, 205 ",SAO MIGUEL DO ,WMS_BD\wms_database.mdb,793,,ELEANDRO CESAR DE BORBA,"RUA RUA PARANA, 205",SAO MIGUEL DO,1.0,True
1055,ELEANDRO CESAR DE BORBA,"RUA RUA PARANA, 205 ",SAO MIGUEL DO ,WMS_Server\wms_database.mdb,640,,ELEANDRO CESAR DE BORBA,"RUA RUA PARANA, 205",SAO MIGUEL DO,1.0,True
1056,RELOJOARIA TIC TAC - MENDONCA E ,"RUA SETE DE SETEMBRO, 670 ",DIONISIO ,WMS_BD\wms_database_test.mdb,1237,,RELOJOARIA TIC TAC - MENDONCA E,"RUA SETE DE SETEMBRO, 670",DIONISIO,1.0,True
1056,RELOJOARIA TIC TAC - MENDONCA E ,"RUA SETE DE SETEMBRO, 670 ",DIONISIO ,WMS_BD\wms_database.mdb,794,,RELOJOARIA TIC TAC - MENDONCA E,"RUA SETE DE SETEMBRO, 670",DIONISIO,1.0,True
1056,RELOJOARIA TIC TAC - MENDONCA E ,"RUA SETE DE SETEMBRO, 670 ",DIONISIO ,WMS_Server\wms_database.mdb,641,,RELOJOARIA TIC TAC - MENDONCA E,"RUA SETE DE SETEMBRO, 670",DIONISIO,1.0,True
1057,GROWN OPTICAL LTDA,"AV   JORNALISTA PAULO ZINGG, 572 TERREO ",SAO PAULO,WMS_BD\wms_database_test.mdb,1238,,GROWN OPTICAL LTDA,"AV   JORNALISTA PAULO ZINGG, 572 TERREO",SAO PAULO,1.0,True
1057,GROWN OPTICAL LTDA,"AV   JORNALISTA PAULO ZINGG, 572 TERREO ",SAO PAULO,WMS_BD\wms_database.mdb,795,,GROWN OPTICAL LTDA,"AV   JORNALISTA PAULO ZINGG, 572 TERREO",SAO PAULO,1.0,True
1057,GROWN OPTICAL LTDA,"AV   JORNALISTA PAULO ZINGG, 572 TERREO ",SAO PAULO,WMS_Server\wms_database.mdb,642,,GROWN OPTICAL LTDA,"AV   JORNALISTA PAULO ZINGG, 572 TERREO",SAO PAULO,1.0,True
1058,LORENPAR COM DE FERRAGENS LTDA ME,"RUA RUA ERNESTO BEUTER, 1273 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1239,,LORENPAR COM DE FERRAGENS LTDA ME,"RUA RUA ERNESTO BEUTER, 1273",SAO LOURENCO DO,1.0,True
1058,LORENPAR COM DE FERRAGENS LTDA ME,"RUA RUA ERNESTO BEUTER, 1273 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,796,,LORENPAR COM DE FERRAGENS LTDA ME,"RUA RUA ERNESTO BEUTER, 1273",SAO LOURENCO DO,1.0,True
1058,LORENPAR COM DE FERRAGENS LTDA ME,"RUA RUA ERNESTO BEUTER, 1273 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,643,,LORENPAR COM DE FERRAGENS LTDA ME,"RUA RUA ERNESTO BEUTER, 1273",SAO LOURENCO DO,1.0,True
1059,M-TECH INDUSTRIA DE ESTRUTURAS ,"RUA RUA VALDEMAR PIANTA, 150 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1240,,M-TECH INDUSTRIA DE ESTRUTURAS,"RUA RUA VALDEMAR PIANTA, 150",SAO LOURENCO DO,1.0,True
1059,M-TECH INDUSTRIA DE ESTRUTURAS ,"RUA RUA VALDEMAR PIANTA, 150 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,797,,M-TECH INDUSTRIA DE ESTRUTURAS,"RUA RUA VALDEMAR PIANTA, 150",SAO LOURENCO DO,1.0,True
1059,M-TECH INDUSTRIA DE ESTRUTURAS ,"RUA RUA VALDEMAR PIANTA, 150 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,644,,M-TECH INDUSTRIA DE ESTRUTURAS,"RUA RUA VALDEMAR PIANTA, 150",SAO LOURENCO DO,1.0,True
1060,ESSILOR - SUMARE,"AV  AMERICO RIBEIRO DOS SANTOS, S/N KM 1 78 ",SUMARE,WMS_BD\wms_database_test.mdb,1241,,ESSILOR - SUMARE,"AV  AMERICO RIBEIRO DOS SANTOS, S/N KM 1 78",SUMARE,1.0,True
1060,ESSILOR - SUMARE,"AV  AMERICO RIBEIRO DOS SANTOS, S/N KM 1 78 ",SUMARE,WMS_BD\wms_database.mdb,798,,ESSILOR - SUMARE,"AV  AMERICO RIBEIRO DOS SANTOS, S/N KM 1 78",SUMARE,1.0,True
1060,ESSILOR - SUMARE,"AV  AMERICO RIBEIRO DOS SANTOS, S/N KM 1 78 ",SUMARE,WMS_Server\wms_database.mdb,645,,ESSILOR - SUMARE,"AV  AMERICO RIBEIRO DOS SANTOS, S/N KM 1 78",SUMARE,1.0,True
1063,PEREGO ,"RUA VINTE E TRES DE MARCO, 421 ",ARACATUBA,WMS_BD\wms_database_test.mdb,1242,,PEREGO,"RUA VINTE E TRES DE MARCO, 421",ARACATUBA,1.0,True
1063,PEREGO ,"RUA VINTE E TRES DE MARCO, 421 ",ARACATUBA,WMS_BD\wms_database.mdb,799,,PEREGO,"RUA VINTE E TRES DE MARCO, 421",ARACATUBA,1.0,True
1063,PEREGO ,"RUA VINTE E TRES DE MARCO, 421 ",ARACATUBA,WMS_Server\wms_database.mdb,646,,PEREGO,"RUA VINTE E TRES DE MARCO, 421",ARACATUBA,1.0,True
1064,LARISA SCOPEL,"RUA SAO PAULO, 1278 ",JUPIA,WMS_BD\wms_database_test.mdb,1243,,LARISA SCOPEL,"RUA SAO PAULO, 1278",JUPIA,1.0,True
1064,LARISA SCOPEL,"RUA SAO PAULO, 1278 ",JUPIA,WMS_BD\wms_database.mdb,800,,LARISA SCOPEL,"RUA SAO PAULO, 1278",JUPIA,1.0,True
1064,LARISA SCOPEL,"RUA SAO PAULO, 1278 ",JUPIA,WMS_Server\wms_database.mdb,647,,LARISA SCOPEL,"RUA SAO PAULO, 1278",JUPIA,1.0,True
1065,MERCADAO DOS OCULOS - CASCAVEL ,"RUA AV BRASIL, 6730 ",CASCAVEL,WMS_BD\wms_database_test.mdb,265,361,MERCADAO DOS OCULOS - CASCAVEL,"RUA AV BRASIL, 6730",CASCAVEL,1.0,True
1065,MERCADAO DOS OCULOS - CASCAVEL ,"RUA AV BRASIL, 6730 ",CASCAVEL,WMS_BD\wms_database.mdb,503,720,MERCADAO DOS OCULOS - CASCAVEL,"RUA AV BRASIL, 6730",CASCAVEL,1.0,True
1065,MERCADAO DOS OCULOS - CASCAVEL ,"RUA AV BRASIL, 6730 ",CASCAVEL,WMS_Server\wms_database.mdb,195,361,MERCADAO DOS OCULOS - CASCAVEL,"AV  BRASIL, 6730",CASCAVEL,1.0,True
1066,CLIENTE CONSUMIDOR,"RUA AVENIDA ERNESTO BEUTER, 001 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,925,,CLIENTE CONSUMIDOR,"RUA AVENIDA ERNESTO BEUTER, 001",SAO LOURENCO DO,1.0,True
1066,CLIENTE CONSUMIDOR,"RUA AVENIDA ERNESTO BEUTER, 001 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,423,,CLIENTE CONSUMIDOR,"RUA AVENIDA ERNESTO BEUTER, 001",SAO LOURENCO DO,1.0,True
1066,CLIENTE CONSUMIDOR,"RUA AVENIDA ERNESTO BEUTER, 001 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,414,,CLIENTE CONSUMIDOR,"RUA AVENIDA ERNESTO BEUTER, 001",SAO LOURENCO DO,1.0,True
1067,RT TRANSPORTES E ENCOMENDAS,"RUA VALDEMAR FERRO, 343 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1244,,RT TRANSPORTES E ENCOMENDAS,"RUA VALDEMAR FERRO, 343",SAO LOURENCO DO,1.0,True
1067,RT TRANSPORTES E ENCOMENDAS,"RUA VALDEMAR FERRO, 343 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,801,,RT TRANSPORTES E ENCOMENDAS,"RUA VALDEMAR FERRO, 343",SAO LOURENCO DO,1.0,True
1067,RT TRANSPORTES E ENCOMENDAS,"RUA VALDEMAR FERRO, 343 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,648,,RT TRANSPORTES E ENCOMENDAS,"RUA VALDEMAR FERRO, 343",SAO LOURENCO DO,1.0,True
1068,DIANA OLINSKI,"RUA HERIBERTO HULSE, 240 ",SAO MIGUEL DO ,WMS_BD\wms_database_test.mdb,1245,,DIANA OLINSKI,"RUA HERIBERTO HULSE, 240",SAO MIGUEL DO,1.0,True
1068,DIANA OLINSKI,"RUA HERIBERTO HULSE, 240 ",SAO MIGUEL DO ,WMS_BD\wms_database.mdb,802,,DIANA OLINSKI,"RUA HERIBERTO HULSE, 240",SAO MIGUEL DO,1.0,True
1068,DIANA OLINSKI,"RUA HERIBERTO HULSE, 240 ",SAO MIGUEL DO ,WMS_Server\wms_database.mdb,649,,DIANA OLINSKI,"RUA HERIBERTO HULSE, 240",SAO MIGUEL DO,1.0,True
1069,EDERSON DO AMARAL,"RUA JOSE ZILIO, 654 ",CLEVELANDIA,WMS_BD\wms_database_test.mdb,1246,,EDERSON DO AMARAL,"RUA PRESIDENTE VARGAS, 118 AEROPORTO",CLEVELANDIA,1.0,True
1069,EDERSON DO AMARAL,"RUA JOSE ZILIO, 654 ",CLEVELANDIA,WMS_BD\wms_database.mdb,803,,EDERSON DO AMARAL,"RUA PRESIDENTE VARGAS, 118 AEROPORTO",CLEVELANDIA,1.0,True
1069,EDERSON DO AMARAL,"RUA JOSE ZILIO, 654 ",CLEVELANDIA,WMS_Server\wms_database.mdb,650,,EDERSON DO AMARAL,"RUA PRESIDENTE VARGAS, 118 AEROPORTO",CLEVELANDIA,1.0,True
1070,DEBETTIO EMBALAGENS LTDA,"RUA JUSTINA BODANESE MORETTO, 19 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1247,,DEBETTIO EMBALAGENS LTDA,"RUA JUSTINA BODANESE MORETTO, 19",SAO LOURENCO DO,1.0,True
1070,DEBETTIO EMBALAGENS LTDA,"RUA JUSTINA BODANESE MORETTO, 19 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,804,,DEBETTIO EMBALAGENS LTDA,"RUA JUSTINA BODANESE MORETTO, 19",SAO LOURENCO DO,1.0,True
1070,DEBETTIO EMBALAGENS LTDA,"RUA JUSTINA BODANESE MORETTO, 19 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,651,,DEBETTIO EMBALAGENS LTDA,"RUA JUSTINA BODANESE MORETTO, 19",SAO LOURENCO DO,1.0,True
1071,SUDOMED SEGURANCA DO TRABALHO,"RUA PEDRO ALVARES CABRAL, 49 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1248,,SUDOMED SEGURANCA DO TRABALHO,"RUA PEDRO ALVARES CABRAL, 49",SAO LOURENCO DO,1.0,True
1071,SUDOMED SEGURANCA DO TRABALHO,"RUA PEDRO ALVARES CABRAL, 49 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,805,,SUDOMED SEGURANCA DO TRABALHO,"RUA PEDRO ALVARES CABRAL, 49",SAO LOURENCO DO,1.0,True
1071,SUDOMED SEGURANCA DO TRABALHO,"RUA PEDRO ALVARES CABRAL, 49 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,652,,SUDOMED SEGURANCA DO TRABALHO,"RUA PEDRO ALVARES CABRAL, 49",SAO LOURENCO DO,1.0,True
1072,BAUER TRANSPORTES,"ROD RODOVIA SC 468 KM 04, 1 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1249,,BAUER TRANSPORTES,"ROD RODOVIA SC 468 KM 04, 1",SAO LOURENCO DO,1.0,True
1072,BAUER TRANSPORTES,"ROD RODOVIA SC 468 KM 04, 1 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,806,,BAUER TRANSPORTES,"ROD RODOVIA SC 468 KM 04, 1",SAO LOURENCO DO,1.0,True
1072,BAUER TRANSPORTES,"ROD RODOVIA SC 468 KM 04, 1 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,653,,BAUER TRANSPORTES,"ROD RODOVIA SC 468 KM 04, 1",SAO LOURENCO DO,1.0,True
1073,INFO SERVICE,"RUA RUA JOAO BEUX SOBRINHO, 888 SALA 01",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1250,,INFO SERVICE,"RUA RUA JOAO BEUX SOBRINHO, 888 SALA 01",SAO LOURENCO DO,1.0,True
1073,INFO SERVICE,"RUA RUA JOAO BEUX SOBRINHO, 888 SALA 01",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,807,,INFO SERVICE,"RUA RUA JOAO BEUX SOBRINHO, 888 SALA 01",SAO LOURENCO DO,1.0,True
1073,INFO SERVICE,"RUA RUA JOAO BEUX SOBRINHO, 888 SALA 01",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,654,,INFO SERVICE,"RUA RUA JOAO BEUX SOBRINHO, 888 SALA 01",SAO LOURENCO DO,1.0,True
1074,PRESSOTTO CONCRETO E ACO LTDA,"RUA RODOVIA ACESSO SUL, 2215 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1251,,PRESSOTTO CONCRETO E ACO LTDA,"RUA RODOVIA ACESSO SUL, 2215",SAO LOURENCO DO,1.0,True
1074,PRESSOTTO CONCRETO E ACO LTDA,"RUA RODOVIA ACESSO SUL, 2215 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,808,,PRESSOTTO CONCRETO E ACO LTDA,"RUA RODOVIA ACESSO SUL, 2215",SAO LOURENCO DO,1.0,True
1074,PRESSOTTO CONCRETO E ACO LTDA,"RUA RODOVIA ACESSO SUL, 2215 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,655,,PRESSOTTO CONCRETO E ACO LTDA,"RUA RODOVIA ACESSO SUL, 2215",SAO LOURENCO DO,1.0,True
